genre	filename	sentence1	sentence2	score
main-news	MSRpar	AMDs chipförsäljning hoppade 7 procent från år till år till 402 miljoner dollar.	Försäljningen under andra kvartalet ökade med 7 procent till 645 miljoner dollar från 600 miljoner dollar 2002.	2.2
main-news	MSRpar	Shelia Chaney Wilson verkade upprörd när hon kom för att förbereda sig för Turner Monumental A.M.E. Kyrkans kommande 104-årsjubileum, sade dyrkare.	Congregants of Turner Monumental AME Church sa att Shelia Chaney Wilson, 43, var upprörd när hon kom till kyrkan, i Kirkwood-kvarteret på stadens östra sida.	3.6
main-news	MSRpar	Han var diamanten ess i ett paket med kort som skildrar irakiska flyktingar som har utfärdats till amerikanska trupper.	Han var diamanten ess i ett amerikansk kortlek som visar bilder av mest eftertraktade irakiska ledare.	4.0
main-news	MSRpar	Miodrag Zivkovic, från Liberal Alliance of Montenegro, vann 31 procent av rösterna, medan den oberoende Dragan Hajdukovic fick 4 procent.	En rad självständighetsradikal, Miodrag Zivkovic, från Liberal Alliance, kom på andra plats med 31 procent av rösterna.	3.0
main-news	MSRpar	Hittills har Georgia återlämnats alla utom $ 70 000 av de pengar som de satte in.	Georgien har fått alla utom $ 70 000 av sina pengar tillbaka med hjälp av FBI.	3.75
main-news	MSRpar	Önationen rapporterade 65 nya fall den 22 maj, en rekord på en dag och 55 nya fall den 23 maj, vilket gjorde Taiwans epidemi till den snabbast växande i världen.	Taiwan rapporterade 65 nya fall den 22 maj, en rekord på en dag, och 55 nya fall den 23 maj, vilket gjorde sin epidemi till världens snabbast växande.	5.0
main-news	MSRpar	Cubs outfielder Sammy Sosa avbröts i åtta matcher av major league baseball fredag för att ha använt en korkad bat.	Sammy Sosa avbröts för åtta matcher av major League Baseball Friday för att ha använt en korkad fladdermus, och han överklagade omedelbart beslutet.	3.2
main-news	MSRpar	Hälften av kvinnorna fick en daglig dos av läkemedlet och hälften tog placebo.	Hälften av kvinnorna fick en daglig tablett med kombinationen östrogen plus progestin medan resten fick placebo.	3.2
main-news	MSRpar	När polisen tog bort fyra från hemmet, vägde de 136 pund tillsammans.	Varje pojke vägde mindre än 50 kilo när de togs bort från hemmet 10 oktober.	3.0
main-news	MSRpar	Medan Ibrahims hade en separationsoperation planerar Goodrich och Dr. David Staffenberg cirka tre för Aguirres, med flera veckor mellan var och en.	I stället för en lång operation för att separera tvillingarna planerar Goodrich och Dr. David Staffenberg cirka tre, med flera veckor mellan var och en.	3.6
main-news	MSRpar	Företaget har expanderat till att tillhandahålla andra tjänster för köpare, inklusive betaltjänster.	Företaget har utökat de grundläggande tjänsterna och erbjuder betalning och till och med finansiering.	4.2
main-news	MSRpar	Sprängningarna dödade två personer och skadade mer än 150 andra.	Attacken i OS i Atlanta dödade en kvinna och skadade mer än 100 andra människor.	1.8
main-news	MSRpar	År 2001 utsåg president Bush Kathy Gregg till styrelseledamöterna för Student Loan Marketing Association.	År 2001 utsåg president Bush henne till Student Loan Marketing Association, den största amerikanska långivaren för studenter.	3.2310000000000003
main-news	MSRpar	Boston ärkestiftet har mött vågor av skandaler som inte bara har gjort offrets förespråkare arg men församlingar och några präster.	Skandvågorna irriterade inte bara offrets förespråkare utan församlingar och några präster, så att lag inte längre kunde driva ärkestiftet.	3.0
main-news	MSRpar	En federal magistrat i Fort Lauderdale beordrade honom höll utan borgen.	Zuccarini beordrades hölls utan borgen onsdag av en federal domare i Fort Lauderdale, Fla.	3.0
main-news	MSRpar	Avdelningens ställning hotar att främja sociala konservativa, som har gett starkt politiskt stöd för Ashcroft och president Bush.	Institutionens inställning besviken vissa abortmotståndare, och den hotar att främja sociala konservativa som har gett starkt politiskt stöd för Ashcroft och president Bush.	3.75
main-news	MSRpar	Sydafrika har världens högsta caseload med 4,7 miljoner människor smittade med HIV eller AIDS.	Med 4,7 miljoner människor smittade med hiv eller aids har Sydafrika världens högsta AIDS-caseload.	5.0
main-news	MSRpar	I den positionen kommer Elias att rapportera till Joe Tucci, VD och koncernchef för EMC.	Som verkställande direktör för nya företag kommer Elias att rapportera till Joe Tucci, EMC: s president och verkställande direktör.	3.4
main-news	MSRpar	Den nya armébefälhavaren är Masaka Armored Brigade befälhavare, Brigadier Aronda Nyakairima som nu befordras till generalmajor.	PRESIDENT Yoweri Museveni har befordrat brigadier Aronda Nyakairima till generalmajor och utnämnt honom till arméns befälhavare.	3.2
main-news	MSRpar	Mailblocks grundades fem år efter att WebTV förvärvades av Microsoft för 425 miljoner dollar.	WebTV såldes till Microsoft 1997 för $ 425 miljoner och kallas idag MSN TV.	2.8
main-news	MSRpar	Metropolitan Transportation Authority fick två veckor för att återställa biljettpriset $ 1,50 och de gamla pendeltåg, uppgav York.	Metropolitan Transportation Authority, som planerar att överklaga, gavs fram till 28 maj för att återställa den gamla tunnelbana och bussavgiften och de gamla pendeltåg.	2.8
main-news	MSRpar	"""Idag försöker vi förmedla detta problem till den ryska presidenten Vladimir Putin och USA: s president George W Bush."""	"""Idag försöker vi förmedla detta problem till den ryska presidenten Vladimir Putin (nyhetswebbplatser) och president Bush (nyhetswebbplatser)."""	4.6
main-news	MSRpar	Staten vill döda vargarna i ungefär ett 1 700 kvadratkilometer stort område nära byn McGrath.	Staten vill döda vargarna i ungefär ett 1 700 kvadratkilometer stort område nära McGrath för att upprätta en älgkammare av olika slag.	3.2
main-news	MSRpar	Peterson berättade för polisen att han fiskade ensam i San Francisco Bay på julafton och återvände till ett tomt hus.	Peterson berättade för polisen att han lämnade sin fru omkring 24:30 den 24 december för att fiska ensam i San Francisco Bay.	3.0
main-news	MSRpar	Fed: s Empire State-undersökning överträffade långt förväntningarna genom att hoppa till 26,8 i juni, en rekordhög, från 10,6 i maj.	Priserna hade dragit tillbaka från offshore-höjden när Empire State-undersökningen långt överträffade förväntningarna genom att hoppa till 26,8 i juni, en rekordhög, från 10,6 i maj.	3.8
main-news	MSRpar	"Det Chief Insp. Norman McKinlay sa att det fanns ""bevis för att ett organ eller organ har varit i detta område""."	"Kriminalinspektör Norman McKinlay, ledande utredningen, sa: ""Det finns bevis för att ett organ eller organ har varit i detta område."	4.5
main-news	MSRpar	Styrelsekansler Robert Bennett vägrade att kommentera personalfrågor tisdag, liksom Mills.	Herr Mills avböjde att kommentera igår och sa att han aldrig diskuterade personalfrågor.	3.0
main-news	MSRpar	General Jeffrey sa att han skulle donera sin militärpension till välgörenhet under den period han var i tjänst på Yarralumla.	Maj-gen Jeffery sa att han skulle ge sin militära pension till välgörenhet medan han tjänade på Yarralumla.	4.727
main-news	MSRpar	Tampa Bay-manager Lou Piniella, bänktränare John McLaren och högerfältaren Aubrey Huff kastades ut för att ha krånglat efter att Huff kallades på strejker för att avsluta den nionde.	Tampa Bay-manager Lou Piniella, bänktränare John McLaren och Huff släpptes ut i mitten av nionde.	3.8
main-news	MSRpar	Företaget äger fem oljeraffinaderier och mer än 2 100 tankstationer i Ryssland och Ukraina.	TNK-BP har sex oljeproducerande enheter, fem raffinaderier och 2 100 tankstationer.	3.0
main-news	MSRpar	Andra förändringar i planen förfina hans ursprungliga vision, sade Libeskind.	Många av förändringarna är förbättringar av den ursprungliga planen, sade Libeskind.	4.6
main-news	MSRpar	Rep. Peter Deutsch, D-Fla., Kritiserade FDA: s ansträngningar i Florida.	Peter Deutsch, D-Fla., Sa att han ville gratulera FDA.	2.0
main-news	MSRpar	Det finns nu 37 aktiva sannolika fall i GTA, jämfört med 70 fall den 6 juni.	Och globalt har antalet aktiva troliga fall minskat till 573.	1.5
main-news	MSRpar	SARS har dödat 296 människor på Kinas fastland och infekterat mer än 5 200.	På hela Kinas fastland har sjukdomen dödat 300 personer och infekterat mer än 5,270.	3.2
main-news	MSRpar	Den omdesignade Finder har också sökning, färgade etiketter för anpassad organisation av dokument och projekt och dynamisk surfning i nätverket för Mac-, Windows- och UNIX-filservrar.	Det stöder också färgade etiketter för att bättre organisera dokument och dynamisk surfa i nätverket för Mac-, Windows- och Unix-filservrar.	3.0
main-news	MSRpar	Advokaten som företrädare Torch Concepts svarade inte Rich Marsden på upprepade telefonsamtal.	Tjänstemän med Torch och JetBlue svarade inte på upprepade telefonsamtal från Mercury News som sökte kommentar.	2.75
main-news	MSRpar	Han kastrerades frivilligt 2001, en operation som han hävdar tog bort sin förmåga att bli sexuellt väckt.	DeVries, som frivilligt kastrerades i augusti 2001, har sagt att operationen tog bort hans förmåga att bli sexuellt väckt.	4.5
main-news	MSRpar	S & P / TSX-kompositen steg 87,74 poäng på veckan, medan TSX Venture Exchange-kompositen fick 44,49 poäng.	På veckan steg Dow Jones industriella genomsnitt med 11,56 poäng, medan Nasdaq-aktiemarknaden fick 39,42 poäng.	1.0
main-news	MSRpar	I sin tur kommer SuSE att licensiera Java 2 Standard Edition och samtidigt formalisera ett befintligt avtal för att distribuera Suns Java Virtual Machine för att köra Java-applikationer.	Nürnberg, Tyskland-baserade SuSE kommer att licensiera Suns Java 2 Standard Edition (J2SE) och skicka Suns Java Virtual Machine över sin Linux-programvara.	3.75
main-news	MSRpar	Långa linjer bildades utanför bensinstationerna och folk rusade för att få pengar från kontantmaskiner på söndag när israelerna var beredda att väder ut en strejk som hotade att förlora landet.	Långa linjer bildades på söndag utanför bensinstationerna och folk rusade för att få pengar från kontantmaskiner när israeler stöttade för strejkens effekter.	4.5
main-news	MSRpar	Det tekniska tunga Nasdaq-kompositindex sjönk 3,99, eller 0,2 procent, till 1 682,72, efter en tvådagars vinst på 55,93.	Det tekniklösa Nasdaq Composite Index .IXIC minskade 8,52 poäng, eller 0,51 procent, till 1 670,21.	1.5
main-news	MSRpar	"Vi vet inte om någon kommer att vara SARS, ""sa Dr. James Young, Ontarios kommissionär för allmän säkerhet."	"""Vi håller på att vara vaksamma"", säger Dr James Young, Ontarios kommissionär för allmän säkerhet."	2.0
main-news	MSRpar	Försäljningen för kvartalet överträffade förväntningarna och ökade med 37 procent från året innan till 1,76 miljarder euro.	Försäljningen ökade med 37 procent från året innan till 1,76 miljarder, vilket slog förväntningarna.	4.0
main-news	MSRpar	Företaget sa att det kommer att ge ut reviderad vägledning för hela räkenskapsåret nästa månad när det släpper sina andra kvartal.	Företaget sa att det skulle förnya sin vägledning för 2003 när det tillkännager resultatet för andra kvartalet i mitten av juli.	3.2
main-news	MSRpar	"""Vi har inte beslutat om vi vill använda en obruten eller prickad vit linje, men detta är ett experiment som är värt att införa,"" säger David Richardson, ICC: s cricketchef."	"""Vi har inte beslutat om vi ska använda en obruten eller prickad vit linje,"" sa Dave Richardson, ICC: s cricketchef."	4.0
main-news	MSRpar	Shinseki går på pension onsdag efter en 38-årig karriär som inkluderade strid i Vietnam och chef för amerikanska fredsbevarande insatser i Bosnien.	Shinsekis karriär inkluderade strid i Vietnam och chef för amerikanska fredsbevarande insatser i Bosnien.	3.0
main-news	MSRpar	Avdelningen skickade också vatten- och markprover till statens hälsolaboratorium.	Vattenprover skickas till den statliga hälsoavdelningen för analys.	3.25
main-news	MSRpar	"""Men det rensar dem inte för skyldigheten att göra allt för att skydda civila, och det är inte vad vi ser."""	"""Men det rensar dem inte för ansvaret att göra allt för att minimera civilskada."""	3.4
main-news	MSRpar	Ross Garber, Rowlands advokat, sade tisdag att han skulle delta i mötet och skulle be om att tala om frågan.	Ross Garber, Rowlands juridiska advokat, sa att guvernören inte skulle ha någon kommentar till condo-affären.	2.0
main-news	MSRpar	Tidigare hade han sett den grinande mekanikern från östra Java endast på TV.	Herr Hughes hade sett Amrozis ansikte på TV, de ökända bilderna från den grinande mekanikern från östra Java.	3.4
main-news	MSRpar	Två år senare skulle försäkringsskyddet börja.	Enligt avtalet skulle Medicare-täckning för läkemedelsförmåner börja 2006.	2.8
main-news	MSRpar	NASA-satellitbilder visar att arktisk is har krympt med en hastighet av nästan 10 procent per decennium.	Forskare fann att isen i Arktis försvinner i en takt på 9 procent varje decennium.	3.2
main-news	MSRpar	"""Biotech-produkter, om något, kan vara säkrare än konventionella produkter på grund av alla tester,"" sade Fraley och tillade att 18 länder har antagit bioteknik."	"""Biotech-produkter, om något, kan vara säkrare än konventionella produkter på grund av alla tester,"" sade Robert Fraley, Monsantos verkställande direktör."	3.2
main-news	MSRpar	Kelley är en nationellt styrelsecertifierad lärare med en magisterexamen och tjänar en lön på 65 000 dollar under sitt 30: e år.	En nationellt styrelsecertifierad lärare med en magisterexamen, Kelley, i sin 30-åriga undervisning, tjänar 65 000 dollar.	4.75
main-news	MSRpar	I Wien sade IAEA att ElBaradei skulle acceptera inbjudan, även om inget datum ännu hade fastställts.	I Wien sade International Atomic Energy Agency på måndag ElBaradei hade accepterat Irans inbjudan, men sade att inget datum ännu hade fastställts.	3.25
main-news	MSRpar	Epidemin började i november i fastlands Guangdong-provins, men Kina vägrade att rapportera sanningsenligt om dess spridning under fyra månader.	Kina-epidemin började i Guandong-provinsen i november, men kommunistpartiets regering vägrade att rapportera sanningsenligt om dess spridning under fyra månader.	4.25
main-news	MSRpar	Druce kommer att stå inför mordanklagelser, sa Conte.	Conte sa att Druce kommer att anklagas för mord.	5.0
main-news	MSRpar	Det jämförde med 35,18 miljoner dollar, eller 24 cent per aktie, under föregående år.	Intäkterna påverkades av en engångsskatteförmån på 8 miljoner dollar under föregående år.	1.6
main-news	MSRpar	Nick Markakis, en vänsterhandlare från Young Harris Junior College i Georgia, gick till Orioles med den sjunde plockningen.	Därefter tog Baltimore Nick Markakis, en vänsterhändig kanna och utflyktare från Young Harris Junior College i Georgia.	3.8
main-news	MSRpar	"Vi är fortfarande hoppfulla att staden kommer att gå med på att arbeta med oss och delta i diskussioner om god tro om denna fråga. """	"Alhart sa att guvernören ""förblir förhoppningsfull att staden fortsätter att arbeta med oss och delta i diskussioner om god tro."""	3.5
main-news	MSRpar	Vissa kvinnor är också oroliga för att så många kvinnor vänder sig till kosmetisk kirurgi i en strävan efter kroppslig perfektion.	Vissa kvinnor uttrycker också oro över ett samhälle där fler människor än någonsin vänder sig till kosmetisk kirurgi i en strävan efter kroppslig perfektion.	4.75
main-news	MSRpar	Meddelandet rapporterades först på fredag av MSNBC.	MSNBC.com rapporterade först CIA-begäran på fredag.	3.0
main-news	MSRpar	Det finns emellertid inget foto av Peter Hollingworth i juniutgåvan som granskades av Herald igår.	Det finns dock inget fotografi av Dr Hollingworth i juniutgåvan av tidningen som granskades av The Age igår.	3.0
main-news	MSRpar	"""Vi fortsätter att arbeta med saudierna om detta, men de tillhandahöll inte från och med tidpunkten för denna tragiska händelse den extra säkerhet vi begärde."""	"""Men de tillhandahöll inte, från och med tidpunkten för denna speciella tragiska händelse, den säkerhet som vi hade begärt,"" sade Jordan."	3.25
main-news	MSRpar	Ett uttalande som DEI släppte sade att Green skulle börja köra bilen på en tillfällig basis som börjar nästa vecka i Winston Open vid Lowes Motor Speedway.	Det tillkännagavs att Green kommer att ersätta Park i Dale Earnhardt Inc. Chevrolet nr 1, som börjar med Winston Open på Lowes Motor Speedway nästa vecka.	3.25
main-news	MSRpar	Kosas semifinalmotståndare är spanjoren Juan Carlos Ferrero, som han slog i förra årets final.	Costa kommer att spela Juan Carlos Ferrero nästa i en omkamp om förra årets final.	3.75
main-news	MSRpar	Läkarna har spekulerat i att kroppens eget östrogen skyddar mot cellskador och förbättrar blodflödet.	Deras tro var baserad på spekulationer om att östrogen förhindrar cellskador och förbättrar blodflödet.	4.25
main-news	MSRpar	Det teknologibaserade Nasdaq Composite Index <.IXIC> la 8,27 poäng, eller 0,51 procent, till 1 633,53.	Det bredare Standard & Poor's 500-indexet .SPX krök upp 4,3 poäng, eller 0,44 procent, till 980,52.	1.2
main-news	MSRpar	Inga amerikaner rapporterades bland skadade, enligt kapten Michael Calvert, en talesman för regimentet.	Inget av de skadade var amerikaner, säger kaptein Michael Calvert, regimens talesman.	5.0
main-news	MSRpar	Vi tror att de har rätt att välja.	"""Vi tror att PeopleSoft-kunder förtjänar rätten att välja,"" sade Ellison."	3.0
main-news	MSRpar	"""Vi har hittat rökningsvapnet,"" utredde styrelseledamoten Scott Hubbard."	"""Vi har hittat rökpistolen"", sa Hubbard, chef för NASA: s Ames Research Center i Kalifornien."	3.6
main-news	MSRpar	"""Det här barnet var bokstavligen försummat till döds,"" sa Armstrong County District Advokat Scott Andreassi."	Armstrong County District Attorney Scott Andreassi sade att de många familjebilderna i hemmet inte inkluderade Kristen.	1.8
main-news	MSRpar	Microsoft sade på fredag att det stoppar utvecklingen av framtida Macintosh-versioner av sin Internet Explorer-webbläsare, med hänvisning till konkurrens från Apple Computers Safari-webbläsare.	Microsoft kommer att sluta utveckla versioner av sin Internet Explorer-programvara för Macintosh-datorer och säger att Apples Safari nu är allt som Apple behöver.	4.0
main-news	MSRpar	Chapman arresterades inte omedelbart och förväntas dyka upp för arrangeringen den 3 juli.	Herr Chapman, som inte har arresterats, förväntas dyka upp för arrangeringen nästa torsdag, sade åklagare.	3.8
main-news	MSRpar	President Bush samlade in rekordstor 49,5 miljoner dollar för sin omvalskampanj under de senaste tre månaderna, med bidrag från 262 000 amerikaner, sade presidentens kampanjordförande tisdag.	President Bush har samlat in 83,9 miljoner dollar sedan han började sin omvalskampanj i maj och har 70 miljoner dollar kvar att spendera, sade hans kampanj tisdag.	2.4
main-news	MSRpar	Myndigheterna i Ohio, Indiana och Michigan har sökt efter kropparna.	Hittills har myndigheter också sökt i områden i Pennsylvania, Ohio, Indiana och Michigan.	2.8
main-news	MSRpar	"Han sade att europeiska regeringar ""har blockerat alla nya biogrödor på grund av ogrundad, ovetande rädsla."	"""De har blockerat alla nya biogrödor på grund av ogrundad, ovetenskaplig rädsla,"" sade Bush."	3.2
main-news	MSRpar	"En fråga var om Frankrike, som förvärrade Washington genom att leda anklagelsen mot U.N.-tillstånd för kriget, skulle rösta ""Ja"" eller avstå."	Frankrike, som förvärrade Washington genom att leda anklagelsen mot U.N.-godkännande för kriget, sökte också förändringar.	3.0
main-news	MSRpar	Luzerne County District Attorney David Lupas berättade på en nyhetskonferens på måndag att myndigheterna fortsatte att göra betydande framsteg i fallet.	"Inga avgifter har lämnats in i dessa dödsfall, men advokat David Lupas i Luzerne County sa att myndigheterna ""fortsätter att göra stora framsteg"" i fallet."	3.4
main-news	MSRpar	U.S. Conference Board sade att det senaste måttet på affärsförtroende träffade 60 efter att ha fallit till 53 i sin första kvartalsundersökning.	Conference Board sa att dess mått på affärsförtroende, som hade sjunkit till 53 under det första kvartalet 2003, förbättrades till 60 under det senaste andra kvartalet.	3.8
main-news	MSRpar	Dess juridiska representanter inledde möte med kärandes advokater förra veckan för att diskutera en lösning.	Advokater för både ärkestiftet och kärandena började träffas förra veckan för att nå uträttsförlikningen.	3.25
main-news	MSRpar	Seniorer skulle då behöva betala 50 procent av sina läkemedelskostnader upp till 3 450 dollar.	Dessutom skulle Medicare betala 90 procent av alla läkemedelskostnader.	1.5
main-news	MSRpar	Den flamboyanta entreprenören markerade planen efter ett möte i London med den australiska turistminister Joe Hockey.	Sir Richard talade efter ett möte i London med den australiska turistminister Joe Hockey.	2.8
main-news	MSRpar	"Statsobligationer såldes kraftigt efter att Greenspan berättade för kongressen på tisdagen att den amerikanska ekonomin ""mycket väl skulle kunna börja med en period av utökad tillväxt""."	"Greenspan berättade för kongressen på tisdagen att den amerikanska ekonomin ""mycket väl skulle kunna inleda en period med fortsatt tillväxt""."	3.2
main-news	MSRpar	För Kathy Nicolo (Jennifer Connelly) betyder huset stabilitet och familj.	Kathy Nicolo (Jennifer Connelly) är desperat över att hennes familj inte får reda på att hennes liv har gått sönder.	2.0
main-news	MSRpar	Institute for Supply Management: s index för icke-tillverkande verksamhet steg oväntat i april, rapporterade.	Institute for Supply Management sade att indexet för icke-tillverkningsverksamhet steg till 50,7 från 47,9 i mars.	3.4
main-news	MSRpar	"WHO-talesmannen Maria Cheng instämde och sa: ""Det ser mycket ut som en isolerad händelse."""	"""Det ser mycket ut som en isolerad händelse,"" sa taleskvinna Maria Cheng från Världshälsoorganisationen."	4.6
main-news	MSRpar	Polisen sa att hennes två små barn var ensamma i lägenheten i upp till två dagar.	Polisen sa att hennes två små barn var ensamma där i upp till två dagar när hon låg död.	3.25
main-news	MSRpar	Prästen, pastorn John F. Johnston, 64, från 35th Avenue i Jackson Heights, anklagades för förvärrad trakasserier och kriminellt besittning av ett vapen.	Pastorn John Johnston, 64, anklagades för förvärrad trakasserier i telefonsamtalet och för kriminellt innehav av ett vapen, enligt ett polisuttalande.	3.75
main-news	MSRpar	Förlikningen inkluderar 4,1 miljoner dollar i advokaters avgifter och kostnader.	Klaganders advokater skulle få 4,1 miljoner dollar av förlikningen.	4.5
main-news	MSRpar	Tre inga röster skulle döda det för nu.	Det skulle ta tre röster för att döda ACC: s expansion.	3.667
main-news	MSRpar	Cirka 660 fångar från 42 länder, inklusive Kanada, hålls, många fångade under kriget mot Afghanistan i al-Qaida-nätverket.	Cirka 660 fångar från 42 länder hålls kvar vid marinbasen vid Guantanamo-bukten, många fångade under kriget mot Al Qaida i Afghanistan.	3.333
main-news	MSRpar	För att nå John A. Dvorak, som täcker Kansas, ring (816) 234-7743 eller skicka e-post till jdvorak@kctar.com.	För att nå Brad Cooper, Johnson County kommunreporter, ring (816) 234-7724 eller skicka e-post till bcooper@kcstar.com.	1.0
main-news	MSRpar	Åklagaren Jim Hardin kallade beslutet en seger för Kathleen Petersons familj.	Medlemmar i Kathleen Petersons familj var inte närvarande.	1.0
main-news	MSRpar	"Och nu är det någonting han vill säga, ""sa Alesha Badgley, socialansvarig för Stone County Nursing and Rehabilitation Center, den här veckan."	"Och nu är det allt han vill säga, ""bekräftade Stone County Nursing and Rehabilitation Center socialdirektör Alesha Badgley."	5.0
main-news	MSRpar	Den nationella valören av Episcopal Church, med 2,3 miljoner medlemmar, är den amerikanska grenen av den 77 miljoner medlemmar Anglican nattvardsgång.	Episcopal Church, med 2,3 miljoner medlemmar, är den amerikanska grenen av den världsomspännande anglikanska nattvarden, som har 77 miljoner anhängare.	5.0
main-news	MSRpar	"""Jag känner mig säker på att säga att HP inte längre är en integrationshistoria,"" sa Fiorina."	"""Vi har fortfarande mycket att göra, men jag känner mig säker på att HP inte längre är en integrationshistoria."""	3.4
main-news	MSRpar	Brittisk polis arresterade 21 personer tidigt på tisdagen i samband med det misstänkta ritualmordet på en afrikansk pojke vars överkropp hittades i Themsen.	Polisen har arresterat 21 personer i samband med mordet på ett ungt nigerianskt barn vars huvudlösa och obegränsade överkropp hittades flytande i Themsen.	3.5
main-news	MSRpar	I slutet av eftermiddagen var Dow Jones industriella genomsnitt upp 12,81, eller 0,1 procent, på 9 331,77, efter att ha fått 201 poäng på måndag till sin högsta nivå sedan juli 2002.	I morgonhandeln var Dow Jones industriella genomsnitt nere 8,76, eller 0,1 procent, på 9 310,20, efter att ha fått 201 poäng på måndag.	1.25
main-news	MSRpar	Eric Gagne gjorde en perfekt nionde för sin 23: e räddning i lika många möjligheter.	Gagne slog ut två i en perfekt nionde omgång för sin 23: e räddning.	3.25
main-news	MSRpar	Aktier stängda på NASDAQ strax under deras 52-veckors höga, på $ 32,17, upp $ 1,54.	Handeln med EchoStars aktie stängde tisdagen på en 52-veckors högsta nivå på $ 32,17, upp 1,54 $.	3.25
main-news	MSRpar	Janice Kelly sa att hennes man hade fått försäkringar från höga MoD-tjänstemän att hans namn inte skulle offentliggöras.	Hon berättade för förfrågan att hennes make hade fått försäkringar från sin linjechef och ledande tjänstemän att när han kom fram skulle hans namn inte offentliggöras.	3.75
main-news	MSRpar	Om de blir dömda har de upp till fem års fängelse och en böter på 250 000 dollar för vart och ett av de 11 räkningarna.	Om de är dömda, vardera inför fem års fängelse och en böter på $ 250.000 eller mer baserat på mängden vinster involverade.	3.25
main-news	MSRpar	Amerikanska ränteskillnader för företagsobligationer skärpts i prickig handel på fredagen när Wall Street arbetade för att komma tillbaka på fötterna efter det största strömavbrottet någonsin i Nordamerika.	Amerikanska aktier steg något på fjäderljusvolym på fredag, då Wall Street omgrupperade efter det största strömavbrottet i Nordamerika någonsin.	3.6
main-news	MSRpar	Evakueringen gick smidigt, även om passagerarna inte fick höra vad som hände, sa Hunt.	Passagerare evakuerades smidigt, även om de inte fick höra vad som hände, sade han.	4.4
main-news	MSRpar	Mellan 1993 och 2002 rapporterades 142 anklagelser om sexuella övergrepp.	Från 1993 till 2002 fanns det 142 rapporterade sexuella övergrepp vid akademin.	3.6
main-news	MSRpar	"Smith sa helt enkelt ""Åh, min Gud,"" på sekunder efteråt enligt Weinshall."	"Under sekunderna efter kraschen, tilllade hon, sa kapten Smith helt enkelt, ""Oh my God."""	3.75
main-news	MSRpar	Cooley sade att han förväntar sig att Muhammad på liknande sätt kommer att kallas som ett vittne vid ett förhör för Malvo.	Lee Boyd Malvo kommer att kallas som ett vittne onsdag i en förhör för förhoppning för kollegas snikskådare John Allen Muhammad.	2.5
main-news	MSRpar	"""Han lämnade oss verkligen med ett leende i ansiktet och inga sista ord,"" sa dotter Linda Hope."	"""Han lämnade oss verkligen med ett leende i ansiktet och inga sista ord ... Han gav oss alla en kyss och det var det,"" sa hon."	3.25
main-news	MSRpar	Han kan också uteslutas permanent från värdepappersindustrin.	Young står inför en böter, avstängning eller permanent förhindrad från värdepappersindustrin.	3.333
main-news	MSRpar	"""De var ett inspirerande par, osjälviskt och modigt"", säger den Oscar-vinnande filmregissören."	Han sa: ”De var ett inspirerande par, osjälviska och modiga.	3.0
main-news	MSRpar	Ett andra offer, Michael Walker, 23, slogs i överkroppen, där kulan perforerade hans lunga.	Det andra offeret, Michael Walker, från 550 Barbey Street, slogs i halsen.	2.2
main-news	MSRpar	I en intervju erkände Healey, som är en kriminolog, att en stor del av känslan bland lagstiftare här och över hela landet var försiktighet mot dödsstraff.	I en intervju sa Healey, som är en kriminolog, att många lagstiftare här och över hela landet delade en försiktighet mot dödsstraff.	4.6
main-news	MSRpar	Franklin County Judge-Executive Teresa Barton sade att en brandman slogs av blixt och fördes till Frankfort Regional Medical Center.	En länsbrandman slogs av blixtar och var i stabilt skick vid Frankfort Regional Medical Center.	3.2
main-news	MSRpar	Polisens talesman Brig. Generator Edward Aritonang bekräftade lördag att ytterligare två hade arresterats, en i Jakarta och en annan i Magelang, centrala Java.	Brigadegeneral Edward Aritonang, en polis talesman, bekräftade igår att ytterligare två hade arresterats, en i Jakarta och en annan i Magelang, centrala Java.	5.0
main-news	MSRpar	Den federala domaren William Barbour sade på tisdagen att han ålagde den maximala domen eftersom Avants visade ingen ånger i den brutala dödandet.	Den amerikanska distriktsdomaren William Barbour sade att han införde det högsta eftersom Avants visade ingen ånger.	3.6
main-news	MSRpar	Cirka 120 potentiella jurister ombads att fylla i ett långt frågeformulär.	Jurorerna togs in i rättssalen i grupper om 40 och bad om att fylla i ett frågeformulär.	3.2
main-news	MSRpar	Fem alternativa jurymedlemmar valdes också, med en sista en uppsättning som skulle väljas fredag morgon från panelen.	Fem suppleanter valdes också, med en sjätte suppleant som skulle väljas på fredagen.	4.6
main-news	MSRpar	Kaliforniens gårdsbyrå returnerade inte omedelbart samtal som sökte kommentar.	Kaliforniens gårdsbyrå hade inte omedelbart ett officiellt svar på tisdagens avgörande.	3.8
main-news	MSRpar	Men premiärministern sa till BBC att han inte stördes av valfrågor och att han skulle fortsätta att göra det han trodde var rätt.	Han sa att han inte stördes av valfrågor och att han skulle fortsätta att göra det han trodde var rätt, både i utrikes- och inrikespolitiken.	3.4
main-news	MSRpar	General Sattler leder en kombinerad gemensam arbetsgrupp baserad på fartyg i Adenbukten och Indiska oceanen.	General Sattler leder en kombinerad gemensam arbetsgrupp ombord på kommandoskeppet Mount Whitney.	3.6
main-news	MSRpar	Wall Street-analytiker hade förväntat sig 22 cent per aktie, enligt Thomson First Call.	Resultaten var 3 cent per aktie lägre än prognosen för analytiker som undersökts av Thomson First Call.	2.2
